,Date Created,Number of Likes,Source of Tweet,Tweets
235,2022-12-22 18:01:48+00:00,1452,Twitter for iPhone,"middle seat gets armrest, always 😳"
236,2022-12-22 07:34:01+00:00,55,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/xMM9UbDByp
237,2022-12-21 11:53:47+00:00,798,Twitter Web App,Matt's home for Xmas; pass it on
238,2022-12-21 10:54:10+00:00,24,Twitter Web App,"Still don't know how to have your queries solved? DM @AskRyanair now, they're waiting to help you! https://t.co/gFXSoKyf4M"
239,2022-12-21 10:30:00+00:00,30,Twitter for Advertisers,2023 GETAWAYS! ✈️ 15% OFF!
240,2022-12-21 07:32:07+00:00,52,Twitter Web App,Update for pax travelling through @DublinAirport https://t.co/oabK1llw9r
241,2022-12-20 20:29:03+00:00,897,Twitter for Android,middle random seat allocation
242,2022-12-20 08:29:06+00:00,58,Twitter Web App,Update for pax travelling through @DublinAirport https://t.co/oQfBsBLB4S
243,2022-12-19 11:27:36+00:00,34,Twitter Web App,@Purple43213287 phew thankfully someone did the math
244,2022-12-19 11:23:45+00:00,16185,Twitter Web App,Let that sink out https://t.co/4hoNeLT64Z
245,2022-12-19 11:19:58+00:00,48034,Twitter Web App,Who lasted the longest in 2022 https://t.co/atUsO2aByL
246,2022-12-19 10:57:29+00:00,596,Twitter Web App,when you don't want anyone else sitting in your row
247,2022-12-19 08:30:00+00:00,20,Twitter for Advertisers,WINTER SUN BREAKS! ☀️ FROM ONLY 24.99!
248,2022-12-19 07:58:21+00:00,4,Twitter for Android,@AdrianEngland47 @britishairways @KathJenkins best flights for a Tenor
249,2022-12-19 06:47:17+00:00,54,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/V8JbIsOrsV
250,2022-12-18 18:50:10+00:00,4529,Twitter for Android,Common Ryanair W
251,2022-12-18 17:58:38+00:00,2995,Twitter for Android,Mr. Rice we've located your bag. Please call 2022-10-GOAT and ask for Lionel. https://t.co/eChPiMKaG0
252,2022-12-18 17:56:17+00:00,7706,Twitter for Android,Check Mate 🐐 https://t.co/JM1dh7mrVc
253,2022-12-18 17:55:07+00:00,2101,Twitter for Android,"Did you pack the bag yourself, sir? #NewChamps https://t.co/QX2XRJ5y7k"
254,2022-12-18 09:26:01+00:00,57,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/ybYB2Gw8Ey
255,2022-12-18 08:50:01+00:00,1068,Twitter for Android,one ticket to the barbie movie please https://t.co/IiFbZFbk6m
256,2022-12-16 11:51:38+00:00,55,Twitter Web App,https://t.co/2siK36a7Z6
257,2022-12-16 11:51:24+00:00,172,Twitter Web App,Update for pax travelling this weekend (16-18 Dec) https://t.co/5k3iSViWpe
258,2022-12-16 11:15:20+00:00,2055,Twitter Web App,.
259,2022-12-16 10:00:00+00:00,46,Twitter for Advertisers,FROM ONLY 19.99! 😱 ENDS MIDNIGHT SUNDAY!
260,2022-12-16 09:08:14+00:00,48,Twitter Web App,"Looks like @askryanair from 7am-7pm (and 9am-6pm on the weekend)... ""YOU GET HELP, AND YOU GET HELP!"" https://t.co/iFGGN3hZJk"
261,2022-12-16 06:43:48+00:00,58,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/k808Tit4Re
262,2022-12-15 06:16:10+00:00,57,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/lZqXgYITam
263,2022-12-14 22:36:54+00:00,20,Twitter for Android,@rgandy2_gandy @RyanTodd1978 Aeroplanes can't play football
264,2022-12-14 21:41:51+00:00,142078,Twitter for Android,Everyone's coming home
265,2022-12-14 20:20:04+00:00,17,Twitter for Android,@kristinanastav1 We identify as ✈️
266,2022-12-14 16:46:37+00:00,18,Twitter for Android,@iambennettbrown clearly he's got bank
267,2022-12-14 16:46:12+00:00,13,Twitter for Android,@servertoaster Dad joke of the week.
268,2022-12-14 16:45:47+00:00,26,Twitter for Android,@downeyowen maybe they are all just on the naughty list
269,2022-12-14 16:45:24+00:00,15,Twitter for Android,@Capren3 will ask engineers if milk works.
270,2022-12-14 16:44:26+00:00,5,Twitter for Android,@KinnockThe @VirginAtlantic @richardbranson mwah mwah mwah and then they kissed
271,2022-12-14 16:42:59+00:00,27,Twitter for Android,@therosabarks we fly to turkey
272,2022-12-14 14:47:24+00:00,3288,Twitter Web App,When it's cheaper to fly than buy pet food. https://t.co/KovC6yjjB9
273,2022-12-14 09:17:35+00:00,70,Twitter Web App,The @askryanair team waking up bright and early to help with all of your customer queries. 7am-7pm today! (and 9am-6pm on the weekend) https://t.co/fRIMa6gnVe
274,2022-12-14 07:30:39+00:00,71,Twitter Web App,Update for pax travelling through @DublinAirport https://t.co/fjjV1ZeTDh
275,2022-12-13 20:56:46+00:00,1240,Twitter for Android,Undivided attention to the #GOAT please #NextStopZadar https://t.co/SvgAywMW64
276,2022-12-13 13:36:04+00:00,160,Twitter Media Studio,"Paper planes 🤝 WC results

we predict the winner. 📠 #itscience https://t.co/FooeEFzyAP"
277,2022-12-13 08:30:00+00:00,25,Twitter for Advertisers,"REACH THE PEAKS FROM 29.99 ⛷ Whether you go with the classic ski holiday in the French or Italian Alps or you decide to pave your way down the peaks of resorts in Spain or Norway, we’ve got you covered with flights to Europe’s top ski resorts!"
278,2022-12-13 06:03:05+00:00,63,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/0QLSusZPfE
279,2022-12-12 05:53:41+00:00,137,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/wb9SGmTd55
280,2022-12-11 22:21:38+00:00,171,Twitter for Android,Update for pax travelling from @STN_Airport &amp; @Gatwick_Airport https://t.co/RgBvGfBISc
281,2022-12-11 19:48:43+00:00,6,Twitter for Android,@facetheravendw BBC or ITV?
282,2022-12-11 11:44:12+00:00,85,Twitter for Android,"Update for pax travelling through UK &amp; Irish Airports today (Sun 11, Dec). https://t.co/6nseJphiNC"
283,2022-12-11 05:58:01+00:00,124,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/zcoI65dIoB
284,2022-12-10 21:29:22+00:00,83,Twitter for Android,@Davidc2508 Twas made before you tweeted. We'll charge you for usage
285,2022-12-10 21:25:59+00:00,160,Twitter for Android,"@OspreyRef It's sitting in our drafts, but it's Xmas."
286,2022-12-10 21:22:58+00:00,10356,Twitter for Android,Meanwhile somewhere over the Alps #EnglandVsFrance https://t.co/LIxYev87Xu
287,2022-12-10 21:21:22+00:00,10595,Twitter for Android,@goody2shus Almost did https://t.co/w09bd9Myn9
288,2022-12-10 21:09:50+00:00,13,Twitter for Android,@CardanoVanja 👀
289,2022-12-10 21:01:36+00:00,92948,Twitter for Android,They're coming home #NothingToDeclare https://t.co/aiFveqTnJP
290,2022-12-10 16:56:30+00:00,1758,Twitter for Android,Now boarding flight FR0000 to Faro ✈️ https://t.co/OO4lU6cd77
291,2022-12-10 10:11:49+00:00,65,Twitter Web App,"Update for pax travelling through @LPL_Airport &amp; @manairport today (Sat 10, Dec) https://t.co/H3WKPjK5ms"
292,2022-12-10 09:16:11+00:00,187,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/kfMZBU8KX8
293,2022-12-09 21:57:35+00:00,1347,Twitter for Android,Airport this way ➡️ #metro https://t.co/7WakwbRgHv
294,2022-12-09 20:38:20+00:00,115,Twitter for Android,"Update for passengers travelling through @DublinAirport tomorrow (Sat, 10 Dec) https://t.co/QrUSJpaG3l"
295,2022-12-09 20:12:40+00:00,4,Twitter for iPhone,@GeneralNasir Dinner was ready
296,2022-12-09 12:17:16+00:00,237,Twitter Web App,"Update for passengers travelling through @DublinAirport today (Fri, 09 Dec) https://t.co/5q1kz1Hgvv"
297,2022-12-09 09:00:42+00:00,91,Twitter Web App,Our passengers after @AskRyanair has solved all of their queries https://t.co/RhSbEvxjny
298,2022-12-09 07:29:49+00:00,178,Twitter for Android,Update for pax travelling through @DublinAirport https://t.co/bICDW17tRg
299,2022-12-08 10:19:04+00:00,14149,Twitter Web App,Heathrow
300,2022-12-08 07:45:33+00:00,184,Twitter Web App,Update for pax travelling through @DublinAirport https://t.co/WLm23pMwlc
